registroId,cod_est,raz_soc,subregion,red,microred,notifica,tipo,nivel,renaes,categoria,estado,insti_rn,ubigeo_rn
6481,030601A101,HOSP.CHINCHEROS,33,06,15,S,A,1,00004140,II-1,1,7,030601
9757,030601A201,CSMC SUMAQ KAWSAY,33,00,00,N,A,2,00028679,I-2,1,7,030601
6482,030601A301,CAYARA,33,06,21,S,A,3,00004141,I-3,1,7,030601
6483,030601A302,CALLEBAMBA,33,06,21,S,A,3,00007163,I-2,1,7,030601
6484,030601A303,CASABAMBA,33,06,21,S,A,3,00007235,I-1,1,7,030601
7333,030601C201,ESSALUD CHINCHEROS,33,00,24,S,C,2,00011221,I-3,1,2,030601
7332,030601D401,SANIDAD PNP CHINCHEROS,33,06,15,S,D,3,00011894,I-2,1,5,030601
6485,030602A201,URIPA,33,06,18,S,A,2,00004137,I-4,1,7,030602
6486,030602A301,TOTORABAMBA,33,06,18,S,A,3,00004138,I-2,1,7,030602
6487,030602A302,MUNAPUCRO,33,06,18,S,A,3,00004139,I-2,1,7,030602
6488,030602A303,PARROQUIAL - URIPA,33,06,18,S,A,3,00012232,I-2,1,7,030602
6867,030602A304,CHALHUANI (CHINCHEROS),33,06,18,S,A,3,00024836,I-1,1,1,030602
6489,030602A307,CHUPARO,33,06,18,S,A,3,00012534,I-1,1,7,030602
6490,030603A301,COCHARCAS,33,06,18,S,A,3,00004142,I-2,1,7,030603
6491,030603A302,OSCCOLLO,33,06,18,S,A,3,00010010,I-1,1,7,030603
6492,030603A303,URUCANCHA,33,06,18,S,A,3,00010011,I-1,1,7,030603
6493,030604A201,HUACCANA,33,06,16,S,A,2,00004145,I-4,1,7,030604
6494,030604A301,AHUAYRO,33,06,21,S,A,2,00004146,I-3,1,7,030604
6495,030604A302,RIO BLANCO,33,06,21,S,A,3,00004147,I-2,1,7,030604
6496,030604A303,SAURI,33,06,16,S,A,2,00004148,I-3,1,7,030604
6497,030604A304,PUMACHUCO,33,06,16,S,A,3,00004149,I-2,1,7,030604
6498,030604A305,MARA MARA,33,06,16,S,A,3,00007158,I-1,1,7,030604
6499,030604A306,CHUYAMA,33,06,21,S,A,3,00010012,I-1,1,7,030604
6500,030604A307,MOYACCASA,33,06,16,S,A,3,00011895,I-1,1,7,030604
6501,030604A308,SIMPE,33,06,16,S,A,3,00011896,I-1,1,7,030604
9071,030604A309,HUALLHUA,33,06,16,S,A,3,00024835,I-1,1,7,030604
6502,030605A201,OCOBAMBA CHINCHEROS,33,06,17,S,A,2,00004153,I-4,1,7,030605
6503,030605A301,CHALHUANI - OCOBAMBA,33,06,17,S,A,2,00004154,I-3,1,7,030605
6504,030605A302,PISCOBAMBA,33,06,17,S,A,3,00004155,I-3,1,7,030605
1830,030605A303,SACHAPUNA,34,03,11,S,A,3,00004201,I-1,1,7,030605
6505,030605A304,UMACA,33,06,17,S,A,3,00007736,I-1,1,7,030605
6506,030605A617,CHOCCEPUQUIO,33,06,17,S,A,3,00012649,I-2,1,7,030605
6507,030606A201,ONGOY,33,06,16,S,A,2,00004150,I-3,1,7,030606
6508,030606A302,HUAMBURQUE,33,06,23,S,A,3,00004151,I-1,1,7,030606
6509,030606A303,ROCCHACC,33,06,23,S,A,2,00004152,I-3,1,7,030606
6510,030606A304,EL PORVENIR,33,06,23,S,A,3,00004208,I-2,1,7,030606
6511,030606A305,SANTA ROSA CHINCHEROS,33,06,16,S,A,3,00006916,I-2,1,7,030606
6512,030606A306,TURURO,33,06,16,S,A,3,00007156,I-2,1,7,030606
6513,030606A307,CALLAPAYOCC,33,06,16,S,A,3,00007159,I-2,1,7,030606
6514,030606A308,MOZOBAMBA,33,06,23,S,A,3,00007157,I-1,1,7,030606
6515,030606A309,CABANA,33,06,23,S,A,3,00012535,I-1,1,7,030606
6516,030607A301,URANMARCA,33,06,18,S,A,3,00004144,I-2,1,7,030607
1864,030607A302,HUANCANE,34,03,02,S,A,3,00004206,I-2,1,7,030607
6517,030607A303,TANCAYLLO,33,06,18,S,A,3,00007160,I-1,1,7,030607
14249,030607A304,PARIABAMBA,34,03,02,S,A,3,00031874,I-1,1,7,030607
6518,030608A201,RANRACANCHA,33,06,22,S,A,2,00004143,I-3,1,7,030608
6519,030608A302,HUARIBAMBA,33,06,22,S,A,3,00004209,I-2,1,7,030608
6520,030608A303,MOTOY,33,06,22,S,A,3,00007161,I-1,1,7,030608
6521,030608A304,SAN CRISTOBAL,33,06,22,S,A,3,00011897,I-1,1,7,030608
6522,030608A305,PADRE RUMI,33,06,22,S,A,3,00011898,I-1,1,7,030608
6523,030608A306,OCCEPATA,33,06,22,S,A,3,00011170,I-1,1,7,030608
6524,030701A101,SAN CAMILO,33,05,09,S,A,1,00002595,I-4,1,7,030701
6525,030701A301,COTAHUARCAY,33,05,09,S,A,3,00002596,I-2,1,7,030701
6526,030701A302,HUICHIHUA,33,05,09,S,A,3,00007422,I-1,1,7,030701
6527,030701A303,CHAPIMARCA(CHUQUIBAMBILLA),33,05,09,S,A,3,00007423,I-1,1,7,030701
6528,030701A304,PATA PATA,33,05,09,S,A,3,00007424,I-1,1,7,030701
6529,030701A305,MARCCECCA,33,05,09,S,A,3,00008820,I-1,1,7,030701
6530,030701A306,CHISE,33,05,09,S,A,3,00011938,I-1,1,7,030701
6531,030701C301,ESSALUD CHUQUIBAMBILLA,33,00,24,S,C,3,00011215,I-2,1,2,030701
6532,030702A301,CURPAHUASI,33,05,09,S,A,3,00002598,I-2,1,7,030702
6533,030702A302,TAMBORACCAY,33,05,10,S,A,3,00002653,I-1,1,7,030702
6534,030702A303,HUAYO,33,05,10,S,A,3,00007426,I-1,1,7,030702
6535,030702A304,RATCAY,33,05,09,S,A,3,00007425,I-1,1,7,030702
6536,030703A201,PALPACACHI,33,01,08,S,A,2,00002654,I-3,1,7,030703
6537,030703A202,PACCAYPATA,33,01,08,S,A,2,00002656,I-3,1,7,030703
6538,030703A301,LLICCHIVILCA,33,01,08,S,A,3,00002655,I-1,1,7,030703
6539,030703A303,PITUHUANCA,33,01,08,S,A,3,00002657,I-2,1,7,030703
6540,030703A304,PICHIBAMBA,33,01,08,S,A,3,00002658,I-2,1,7,030703
6541,030703A305,CRUZPATA(GAMARRA),33,01,08,S,A,3,00006651,I-1,1,7,030703
6542,030703A306,COLLAURO,33,01,08,S,A,3,00008940,I-1,1,7,030703
6543,030703A307,SAPSI,33,01,08,S,A,3,00011524,I-1,1,7,030703
6544,030703A308,UTAPARO,33,01,08,S,A,3,00011523,I-1,1,7,030703
6545,030703A309,TARIBAMBA,33,01,08,S,A,3,00011520,I-1,1,7,030703
6546,030704A301,HUAYLLATI,33,05,10,S,A,3,00002599,I-2,1,7,030704
6547,030704A302,PAMPAHUITE,33,05,10,S,A,3,00002604,I-1,1,7,030704
6548,030704A303,CCORICHICHINA,33,05,10,S,A,3,00007427,I-1,1,7,030704
6549,030704A305,TAMBO HUAYLLATI,33,05,10,S,A,3,00013212,I-1,1,7,030704
6550,030704A306,KULLCO,33,05,10,S,A,3,00013211,I-1,1,7,030704
6551,030705A301,MAMARA,33,05,10,S,A,3,00002600,I-2,1,7,030705
6552,030706A301,AYRIHUANCA,33,05,10,S,A,3,00002601,I-2,1,7,030706
6553,030707A301,PATAYPAMPA,33,05,09,S,A,3,00002602,I-2,1,7,030707
6554,030707A302,PIYAY,33,05,09,S,A,3,00007437,I-1,1,7,030707
6555,030708A203,PROGRESO,33,05,10,S,A,2,00002605,I-3,1,7,030708
6556,030708A301,CCONCCACCA,33,05,10,S,A,3,00002603,I-1,1,7,030708
6557,030708A303,PACCAYURA,33,05,10,S,A,3,00007349,I-1,1,7,030708
6558,030708A304,PICOSAYHUAS,33,05,10,S,A,3,00007428,I-1,1,7,030708
6559,030708A305,CCONCHACCOTA,33,05,10,S,A,3,00007429,I-1,1,7,030708
6560,030709A301,SAN ANTONIO(GRAU),33,05,10,S,A,3,00002606,I-1,1,7,030709
6561,030710A301,SANTA ROSA(CHUQUIBAMBILLA),33,05,09,S,A,3,00002607,I-2,1,7,030710
6562,030711A301,TURPAY,33,05,09,S,A,3,00002608,I-1,1,7,030711
6563,030712A201,VILCABAMBA,33,05,10,S,A,2,00002609,I-4,1,7,030712
6564,030712A301,QUISCABAMBA,33,05,10,S,A,3,00007436,I-1,1,7,030710
6565,030713A301,VIRUNDO,33,05,09,S,A,3,00002610,I-2,1,7,030713
6566,030714A301,CURASCO,33,05,10,S,A,3,00002597,I-2,1,7,030714
6567,030714A303,CCASANCCA,33,05,10,S,A,3,00007347,I-1,1,7,030714
15,040101A101,HOSPITAL HONORIO DELGADO,04,00,00,S,A,1,00001231,III-1,1,7,040101
16,040101A102,HOSPITAL GOYENECHE,04,00,00,S,A,1,00001232,III-1,1,7,040101
7738,040101A103,IREN SUR,04,00,00,N,A,1,00007397,III-2,1,7,040101
11464,040101A201,C.S MENTAL COMUNITARIO UNIV. SAN AGUSTIN,04,03,14,N,A,2,00036180,S/C,1,7,040101
17,040101C101,HOSP.C.A.S.E-ES SALUD,04,00,99,S,C,1,00013290,III-1,1,2,040101
8959,040101C201,POLICLINICO METROPOLITANO ESSALUD,04,00,99,N,C,1,00013297,I-3,1,2,040101
15145,040101D301,PUESTO DE SALUD CEMAE,04,03,26,N,D,3,00031650,I-2,1,3,040101
6877,040101X101,CLINICA MONTECARMELO,04,00,99,S,X,1,00014765,II-1,1,10,040101
9256,040101X102,CLINICA VALLE SUR,04,00,99,N,X,1,00016744,II-1,1,10,040101
11091,040101X201,HANAN SUL SAC,04,03,10,N,X,2,00024216,I-3,1,10,040101
11147,040101X202,C. MEDI. OXFORD MEDICAL ,04,03,14,N,X,3,00030340,I-3,1,10,040101
11304,040101X203,POLICLINICO PARTICULAR SANTA PATRICIA,04,03,18,N,X,3,00024127,I-3,1,10,040101
11346,040101X204,SERVICIOS MEDICOS DANIEL A. CARRION EIRL.,04,00,99,N,X,2,00008975,I-3,1,10,040101
11409,040101X205,POLICLÍNICO INTERNATIONAL SOS,04,03,99,N,X,2,00028020,I-3,1,10,040101
11306,040101X301,DIAGNOSTICOS MEDICOS ATAHUALPA ,04,03,13,N,X,3,00012183,S/C,1,10,040101
15493,040101X302,CLINICA SAN RAFAEL,04,03,16,N,X,3,00019177,S/C,1,10,040101
16012,040101X303,CENTRO DE HEMODIALISIS VIRGEN DE CHAPI,04,03,22,N,X,3,00024742,S/C,1,10,040101
16013,040101X304,CENTRO DE HEMODIALISIS VIRGEN DE CHAPI 2,04,03,22,N,X,3,00033815,S/C,1,10,040101
16014,040101X305,CENTRO DE HEMODIALISIS VIRGEN DE LA CANDELARIA,04,03,10,N,X,3,00012860,S/C,1,10,040101
16015,040101X306,CENTRO DE HEMODIALISIS VIRGEN DE COPACABANA,04,03,10,N,X,3,00014751,S/C,1,10,040101
16016,040101X307,CENTRO DE HEMODIALISIS VIRGEN DE COPACABANA 2,04,03,10,N,X,3,00029902,S/C,1,10,040101
115,040102A201,C.S.ALTO SELVA ALEGRE,04,03,13,S,A,2,00001291,I-3,1,7,040102
11119,040102A202,C.S. MENTAL COMUNITARIO SELVA ALEGRE,04,03,13,N,A,2,00027463,I-3,1,7,040102
116,040102A301,P.S.APURIMAC,04,03,13,S,A,3,00001300,I-3,1,7,040102
117,040102A302,C.S.INDEPENDENCIA,04,03,13,S,A,2,00001302,I-3,1,7,040102
118,040102A303,P.S.LEONES DEL MISTI,04,03,13,S,A,3,00001301,I-2,1,7,040102
119,040102A304,P.S.SAN JUAN BAUTISTA,04,03,13,S,A,3,00001303,I-2,1,7,040102
120,040102A305,P.S.HEROES DEL CENEPA,04,03,13,S,A,3,00001304,I-2,1,7,040102
9819,040102C301,CAP III ASA - ESSALUD,04,03,13,N,C,3,00012199,S/C,1,2,040102
3682,040102X301,BUEN PASTOR-PRIVADO,04,03,13,S,X,3,00013705,S/C,2,10,040102
121,040103A201,C.S.FRANCISCO BOLOGNESI,04,03,05,S,A,2,00001234,I-3,1,7,040103
122,040103A202,C.S.BUENOS AIRES DE CAYMA,04,03,06,S,A,2,00001235,I-3,1,7,040103
11115,040103A203,C.S. MENTAL COMUNITARIO CAYMA,04,03,05,N,A,2,00027464,I-3,1,7,040103
123,040103A301,P.S.LA TOMILLA,04,03,05,S,A,3,00001244,I-2,1,7,040103
124,040103A302,P.S.SAN JOSE,04,03,06,S,A,3,00001245,I-2,1,7,040103
125,040103A303,P.S.DEAN VALDIVIA - ENACE,04,03,06,S,A,3,00001246,I-2,1,7,040103
126,040103A304,P.S.RAFAEL BELAUNDE,04,03,05,S,A,3,00006890,I-2,1,7,040103
18,040103D101,HOSP.SANIDAD PNP,04,00,99,S,D,1,00011794,II-1,1,5,040103
19,040103X101,CLINICA SAN J.DE DIOS,04,00,99,S,X,1,00015730,II-1,1,10,040103
3683,040103X201,POLICLINICO MARIA M.DE LAS MISIONES,04,03,06,S,X,3,00018099,I-3,1,10,040103
9350,040103X202,POLICLINICO GARCIA BRAGAGNINI,04,03,10,S,X,3,00009249,I-3,1,10,040126
127,040103X301,POLICLINICO ARCO IRIS,04,03,05,N,X,2,.,I-3,2,10,040103
11350,040103X302,POLICLINICO DIVINO NIÑO ,04,03,05,N,X,3,00031482,I-3,1,10,040103
128,040104A201,C.S.CERRO COLORADO,04,03,07,S,A,2,00001236,I-3,1,7,040104
129,040104A202,"C.S.MARITZA CAMPOS,ZAMACOLA",04,03,09,S,A,2,00001237,I-4,1,7,040104
130,040104A203,C.S.MARISCAL CASTILLA,04,03,08,S,A,2,00001238,I-3,1,7,040104
11124,040104A204,C.S. MENTAL COMUNITARIO SAN MARTIN DE PORRES,04,03,07,N,A,2,00027843,I-3,1,7,040104
131,040104A301,P.S.ALTO LIBERTAD,04,03,07,S,A,3,00001248,I-3,1,7,040104
132,040104A302,P.S.JOSE SANTOS ATAHUALPA,04,03,08,S,A,3,00001250,I-2,1,7,040104
133,040104A303,P.S.SEMI RURAL PACHACUTEC,04,03,08,S,A,3,00001249,I-2,1,7,040104
134,040104A305,P.S.CIUDAD MUNICIPAL,04,03,09,S,A,3,00001247,I-2,1,7,040104
135,040104A308,P.S.NAZARENO,04,03,09,S,A,3,00001251,I-2,1,7,040104
136,040104A309,P.S.EL CURAL,04,03,08,S,A,3,00001252,I-1,1,7,040104
137,040104A310,P.S.MARGEN DERECHA,04,03,09,S,A,3,00011022,I-2,2,7,040104
3684,040104A311,P.S.PERUARBO,04,03,09,S,A,3,00011023,I-2,1,7,040104
20,040104D301,HOSPITAL SANIDAD FAP,04,00,99,S,D,1,00011448,S/C,1,4,040104
9708,040104D302,FUERTE BOLOGNESI,04,00,99,N,D,3,00025176,I-2,1,3,040104
9805,040104X101,CLINICA SAN PABLO AREQUIPA,04,00,99,N,X,1,00027214,II-2,1,10,040104
9885,040104X102,HOSPITAL GERIATRICO MUNICIPAL,04,00,99,N,X,1,00021551,S/C,1,8,040104
11148,040104X103,HOSPITAL DOCENTE-UNSA,04,03,09,N,X,1,00017845,S/C,1,10,040104
11245,040104X201,S.G. NATCLAR S.A.C AREQUIPA,04,03,07,N,X,2,00018345,I-3,1,10,040104
9346,040104X301,C.S. MENTAL MOISES HERESI,04,03,07,S,X,2,00012459,I-2,1,10,040104
138,040104X302,CUSP RIO SECO,04,03,09,S,X,2,00024411,I-2,1,10,040104
9348,040104X303,CONSULTORIO ARCANGEL ZAMACOLA,04,03,09,S,X,3,00014522,I-2,2,10,040104
139,040105A201,C.S.CHARACATO,04,03,21,S,A,2,00001261,I-1,1,7,040111
140,040106A201,C.S.CHIGUATA,04,03,20,S,A,2,00001299,I-1,1,7,040106
141,040106A301,P.S.ARENALES,04,03,20,S,A,3,00001320,I-2,1,7,040119
142,040107A201,C.S.JAVIER LLOSA-HUNTER,04,03,22,S,A,2,00001259,I-3,1,7,040107
11129,040107A202,C.S. MENTAL COMUNITARIO HUNTER,04,03,22,N,A,2,00031488,I-3,1,7,040107
143,040107A301,P.S.ALTO ALIANZA,04,03,22,S,A,3,00001277,I-2,1,7,040107
144,040107A302,P.S.CHILPINILLA,04,03,22,S,A,3,00001275,I-2,1,7,040107
145,040107A303,P.S.CAMINOS DEL INCA,04,03,22,S,A,3,00001276,I-2,1,7,040107
146,040107A304,P.S.PAMPAS DEL CUZCO,04,03,22,S,A,3,00001274,I-2,1,7,040107
147,040107A305,P.S.DANIEL ALCIDES CARRION,04,03,22,S,A,3,00001273,I-2,1,7,040107
148,040107A306,P.S.UPIS PAISAJISTA,04,03,22,S,A,3,00001279,I-2,1,7,040107
149,040107A307,P.S.TERMINAL TERRESTRE,04,03,22,S,A,3,00001278,I-2,2,7,040107
11413,040107C301,CAP II HUNTER - ESSALUD ,04,03,22,N,C,3,00013309,S/C,1,2,040107
15141,040107D301,ENFERMERIA CUARTEL DE TINGO,04,03,22,N,D,3,00025944,I-2,1,3,040107
150,040108A201,C.S.LA JOYA,04,03,26,S,A,2,00001322,I-3,1,7,040108
151,040108A202,C.S.SAN ISIDRO,04,03,27,S,A,2,00001323,I-3,1,7,040108
15081,040108A203,C.S. MENTAL COMUNITARIO LA JOYA,04,03,26,N,A,2,.,I-3,1,7,040108
152,040108A301,P.S.BENITO LAZO,04,03,26,S,A,3,00001329,I-1,1,7,040108
153,040108A302,P.S.CERRO DE BUENAVISTA,04,03,26,S,A,3,00001327,I-1,1,7,040108
154,040108A303,P.S.EL CRUCE,04,03,26,S,A,3,00001330,I-3,1,7,040108
155,040108A304,P.S.LOS MEDANOS,04,03,26,S,A,3,00001328,I-1,1,7,040108
156,040108A305,P.S.LA CANO,04,03,27,S,A,3,00001331,I-1,1,7,040108
157,040108A306,P.S.SAN CAMILO 6,04,03,27,S,A,3,00001332,I-1,1,7,040108
158,040108A307,P.S.SAN JOSE,04,03,27,S,A,3,00001333,I-1,1,7,040108
159,040108C301,P.M.LA JOYA-ESSALUD,04,03,26,S,C,3,00013305,I-2,1,2,040108
14607,040108D301,DPTO. DE LA SANIDAD FAP GRUPO AEREO N° 2,04,03,26,N,D,2,00020171,I-3,1,4,040108
160,040109A201,C.S.MARIANO MELGAR,04,03,14,S,A,2,00001294,I-4,1,7,040109
161,040109A202,C.S.GENERALISIMO SAN MARTIN,04,03,15,S,A,2,00001295,I-3,1,7,040109
162,040109A301,P.S.ATALAYA,04,03,14,S,A,3,00001308,I-2,1,7,040109
163,040109A302,P.S.JERUSALEN,04,03,15,S,A,3,00001309,I-2,1,7,040109
164,040109A303,P.S.EL MIRADOR,04,03,15,S,A,3,00007722,I-2,1,7,040109
165,040109A304,P.S.SANTA ROSA,04,03,14,S,A,3,00007743,I-2,2,7,040109
166,040109D101,HOSPITAL MILITAR DIVISIONARIO III DE AREQUIPA,04,03,99,S,D,1,00018659,II-1,1,3,040109
11561,040109D301,ENFERMERIA COMPAÑIA SANIDAD Y VETERINARIA N° 113,04,03,14,N,D,3,00025743,I-1,1,3,040109
167,040110A201,C.S.EDIFICADORES MISTI,04,03,16,S,A,2,00001292,I-4,1,7,040110
168,040110A202,C.S.MIRAFLORES,04,03,16,S,A,2,00001293,I-3,1,7,040110
15074,040110A203,C.S. MENTAL COMUNITARIO MIRAFLORES,04,03,16,N,A,2,00032056,I-3,1,7,040110
169,040110A301,P.S.PORVENIR,04,03,16,S,A,3,00001306,I-3,1,7,040110
170,040110A302,P.S.MATEO PUMACAHUA,04,03,16,S,A,3,00001307,I-3,1,7,040110
171,040110A303,P.S.TOMASA TITO CONDEMAYTA,04,03,16,S,A,3,00001305,I-2,1,7,040110
9814,040110C301,CAP III MIRAFLORES - ESSALUD,04,03,16,N,C,3,00031841,S/C,1,2,040110
11566,040110D301,ENFERMERÍA DEL FUERTE SALAVERRY,04,03,16,N,D,3,00024560,I-2,1,3,040110
16010,040110X301,CENA SAC LAS FLORES 1,04,03,16,N,X,3,00016292,S/C,1,10,040110
16011,040110X302,CENA LAS FLORES 2,04,03,16,N,X,3,00027289,S/C,1,10,040110
172,040111A301,P.S.MOLLEBAYA,04,03,21,S,A,3,00001285,I-2,1,7,040111
3685,040111A302,P.S.MACHAHUAYA,04,03,21,S,A,3,00011677,I-1,1,7,040113
173,040112A201,C.S.15 DE AGOSTO,04,03,17,S,A,2,00001298,I-3,1,7,040112
174,040112A202,C.S.AMPLIACION PAUCARPATA,04,03,18,S,A,2,00001296,I-4,1,7,040112
175,040112A203,C.S.CIUDAD BLANCA,04,03,19,S,A,2,00001297,I-2,1,7,040112
11120,040112A204,C.S. MENTAL COMUNITARIO AYELEN,04,03,19,N,A,2,00025066,I-3,1,7,040112
176,040112A301,C.S.MIGUEL GRAU B,04,03,17,S,A,2,00001317,I-3,1,7,040112
177,040112A302,P.S.MIGUEL GRAU MODULO A,04,03,17,S,A,3,00001316,I-2,1,7,040112
178,040112A303,P.S.MIGUEL GRAU MODULO C-D,04,03,17,S,A,3,00001318,I-2,1,7,040112
179,040112A304,P.S.ALTO JESUS,04,03,19,S,A,3,00001311,I-2,1,7,040112
180,040112A305,C.S.MANUEL PRADO,04,03,18,S,A,2,00001310,I-3,1,7,040112
181,040112A306,P.S.ISRAEL,04,03,19,S,A,3,00001312,I-3,1,7,040112
182,040112A307,C.S.SAN JUAN,04,03,19,S,A,2,00001314,I-2,1,7,040112
183,040112A308,P.S.NUEVA ALBORADA,04,03,18,S,A,3,00001313,I-3,1,7,040112
184,040112A309,P.S.CAMPO MARTE,04,03,18,S,A,3,00001315,I-3,1,7,040112
185,040112A310,P.S.VILLA JESUS,04,03,19,S,A,3,00007744,I-3,1,7,040106
6866,040112C101,HOSP.EDMUNDO ESCOMEL-ESSALUD,04,00,99,S,C,1,00013296,II-1,1,2,040112
9162,040112D301,POLICLINICO PNP SAN MARTIN DE PORRES AREQUIPA,04,00,99,N,D,3,00011664,I-2,1,5,040112
11377,040112X101,CLINICA PAZ HOLANDESA,04,03,18,N,X,1,00016064,II-E,1,10,040112
186,040112X201,PEDRO P.DIAZ-UNSA,04,03,99,S,X,2,00015310,I-4,2,11,040112
11088,040112X202,ESPECIALIZADOS INTEGRALES DE SALUD VIRGEN DEL CARMEN EIRL,04,03,18,N,X,3,00023617,I-3,1,10,040112
187,040113A301,P.S.POCSI,04,03,21,S,A,3,00001288,I-2,1,7,040113
188,040113A302,P.S.PIACA,04,03,21,S,A,3,00001289,I-2,1,7,040114
189,040114A201,C.S.POLOBAYA,04,03,21,S,A,2,00001262,I-2,1,7,040115
190,040115A301,P.S.QUEQUENA,04,03,21,S,A,3,00001286,I-2,1,7,040116
191,040116A301,P.S.LEOPOLDO RONDON,04,03,21,S,A,3,00001284,I-2,1,7,040127
192,040117A301,P.S.SACHACA,04,03,10,S,A,3,00001282,I-3,1,7,040103
193,040117A302,P.S.PAMPA DE CAMARONES,04,03,10,S,A,3,00001283,I-2,1,7,040117
194,040118A301,P.S.SAN JUAN DE SIGUAS,04,03,12,S,A,3,00001339,I-2,1,7,040118
195,040118A302,P.S.YURAMAYO,04,03,28,S,A,3,00001334,I-1,1,7,040125
196,040119A301,P.S.SAN JUAN DE TARUCANI,04,03,20,S,A,3,00001319,I-1,1,7,040119
197,040119A302,P.S.SALINAS HUITO,04,03,20,S,A,3,00001321,I-3,1,7,040105
198,040120A301,P.S.STA.ISABEL DE SIGUAS,04,03,12,S,A,3,00001336,I-2,1,7,040120
199,040120A302,P.S.SONDOR,04,03,12,S,A,3,00001378,I-2,1,7,040120
200,040120A303,P.S.PITAY,04,03,12,S,A,3,00001337,I-1,1,7,040120
201,040121A301,P.S.SANTA RITA DE SIGUAS,04,03,28,S,A,3,00001335,I-2,1,7,040121
202,040121C301,P.M.STA.RITA DE SIGUAS-ESSALUD,04,03,28,S,C,3,00013307,I-2,1,2,040121
203,040122A201,C.S.SAN MARTIN DE SOCABAYA,04,03,25,S,A,2,00001258,I-3,1,7,040122
9813,040122A202,CAP III MELITON SALAS TEJADA,04,03,25,N,C,3,00013298,S/C,1,2,040122
11111,040122A203,C.S. MENTAL COMUNITARIO SOCABAYA,04,03,25,N,A,2,00030346,S/C,1,7,040122
204,040122A301,P.S.CIUDAD MI TRABAJO,04,03,25,S,A,3,00001269,I-2,1,7,040122
205,040122A302,P.S.LARA,04,03,25,S,A,3,00001270,I-2,1,7,040122
206,040122A303,P.S.SALAVERRY,04,03,25,S,A,3,00001272,I-2,1,7,040122
207,040122A304,P.S.SAN FERNANDO DE SOC,04,03,25,S,A,3,00001271,I-2,1,7,040122
208,040122A305,P.S.4 DE OCTUBRE,04,03,25,S,A,3,00001268,I-3,1,7,040122
8909,040122A306,P.S. HORACIO ZEBALLOS GAMEZ,04,03,25,S,A,3,00023338,I-2,1,7,040122
209,040122X301,JEAN FRECHET-PARTICULAR,04,03,25,S,X,3,.,S/C,1,10,040122
210,040123A201,C.S.TIABAYA,04,03,24,S,A,2,00001260,I-3,1,7,040123
9661,040123D301,CENTRO DE SALUD MILITAR DEL AGRUPAMIENTO DE COMUNICACIONES JOSÉ OLAYA,04,00,99,N,D,3,00026610,I-2,1,3,040123
211,040124A301,P.S.UCHUMAYO,04,03,24,S,A,3,00001290,I-1,1,7,040124
212,040124A302,P.S.CERRO VERDE,04,03,24,S,A,3,00001280,I-3,1,7,040124
213,040124A303,P.S.CONGATA,04,03,24,S,A,3,00001281,I-3,1,7,040124
3686,040124X201,SERMEDI - CERRO VERDE,04,03,99,S,X,3,00033376,I-2,1,10,040124
214,040125A201,C.S.VITOR,04,03,28,S,A,2,00001324,I-3,1,7,040125
215,040125C301,P.M.VITOR-ES SALUD,04,03,28,S,C,3,00013306,I-2,1,2,040125
216,040126A201,C.S.YANAHUARA,04,03,10,S,A,2,00001233,I-2,1,7,040117
21,040126C101,HOSP.YAHAHUARA-ESSALUD,04,00,99,S,C,1,00013291,II-2,1,2,040126
22,040126X101,CLINICA AREQUIPA,04,00,99,S,X,1,00013722,II-1,1,10,040126
8908,040126X102,CLINICA SISTEMAS DE ADMINISTRACION HOSPITALARIA SAC,04,00,99,N,X,1,00012907,II-1,1,10,040126
11476,040126X103,CLINICA EMMEL,04,03,10,N,X,1,00028448,II-1,1,10,040126
3687,040126X201,POLINICLINICO KOLPING-YANAHUARA,04,03,10,S,X,3,.,S/C,2,11,040126
11087,040126X202,OXIMEDICAL SAC,04,03,10,N,X,3,.,S/C,1,10,040126
16009,040126X301,CENA SAC LAS LILAS,04,03,10,N,X,3,00014513,S/C,1,10,040126
217,040127A301,P.S.YARABAMBA,04,03,21,S,A,3,00001287,I-4,1,7,040107
15083,040128A201,C.S. MENTAL COMUNITARIO YURA,04,03,11,N,A,2,00035250,I-3,1,7,040128
218,040128A301,P.S.YURA,04,03,11,S,A,3,00001254,I-2,1,7,040128
219,040128A303,P.S.SUMBAY,04,03,11,S,A,3,00001241,I-1,1,7,040126
220,040128A304,C.S.CIUDAD DE DIOS,04,03,11,S,A,2,00001253,I-3,1,7,040128
3688,040128X201,POLICL.SANTA MARIA EMILIA,04,03,11,S,X,3,.,S/C,1,10,040128
3689,040128X301,CENTRO COMUNITARIO UCSM,04,03,11,S,X,2,00013739,I-3,2,10,040128
221,040129A201,C.S.VICTOR RAUL HINOJOSA,04,03,23,S,A,2,00001257,I-3,1,7,040129
11126,040129A202,C.S. MENTAL COMUNITARIO SIMON BOLIVAR ,04,03,23,N,A,2,00023488,I-3,1,7,040129
222,040129A301,P.S.13 ENERO,04,03,23,S,A,3,00001263,I-2,1,7,040129
223,040129A302,P.S.LAS ESMERALDAS,04,03,23,S,A,3,00001264,I-3,1,7,040129
224,040129A303,P.S.CERRO JULI,04,03,23,S,A,3,00001267,I-2,1,7,040129
225,040129A304,P.S.FELIX NAQUIRA VILDOSO,04,03,23,S,A,3,00001266,I-2,2,7,040129
15117,040129X101,CLINICA UROSUR,04,00,99,N,X,1,00032853,II-E,1,10,040129
